id,season,episode,title,air_date,production_code,runtime,rating,label_fox_dvd,label_wikipedia,label_dom111,label_derived,label_contested,label_rationale,imdb_id,wikidata_qid,director,writers,guest_cast,tagline_text,tagline_is_variant,logline,review_status
s03e09,3,9,Nisei,1995-11-24,3X09,60,8.1,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751166,Q7040220,Rob Bowman,Howard Gordon; Frank Spotnitz; Chris Carter,Mitch Pileggi; Tom Braidwood; Bruce Harwood; Dean Haglund; Steven Williams; Raymond J. Barry; Stephen McHattie; Robert Ito; Carrie Cain Sparks; Roger Allford; Brendan Beiser; Gillian Barber; Lori Ann Triolo; Corrine Koslo; Paul McLean; Yasuo Sakurai,The Truth Is Out There,False,,ai-drafted
s03e10,3,10,731,1995-12-01,3X10,60,8.3,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751068,Q4643245,Rob Bowman,Frank Spotnitz,William B. Davis; Steven Williams; Stephen McHattie; Robert Ito; Michael Puttonen; Don S. Williams; Brendan Beiser; Colin Cunningham,Apology is Policy,True,,ai-drafted
s03e11,3,11,Revelations,1995-12-15,3X11,60,7.4,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751191,Q7317849,David Nutter,Kim Newton,Kevin Zegers; Sam Bottoms; Kenneth Welsh; R. Lee Ermey; Michael Berryman; Hayley Tyson; Rhys Huber; Fulvio Cecere; Lesley Ewen; Nicole Robert,The Truth Is Out There,False,,ai-drafted
s03e12,3,12,War of the Coprophages,1996-01-05,3X12,60,8.2,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751259,Q7968677,Kim Manners,Darin Morgan,Bobbie Phillips; Dion Anderson; Bill Dow; Raye Birk; Tyler Labine; Nicole Parker; Norma Wick; A.J. Buckley; Ken Kramer; Maria Herrera; Alex Bruhanski; Wren Robertz; Shaw Allen,The Truth Is Out There,False,,ai-drafted
s03e13,3,13,Syzygy,1996-01-26,3X13,60,7.6,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751212,Q7664005,Rob Bowman,Chris Carter,Dana Wheeler-Nicholson; Lisa Robin Kelly; Garry Davey; Wendy Benson-Landes; Jordan Lee Williams; Ryan Reynolds; Gabrielle Miller; Denalda Williams; Ryk Brown; Tim Dixon; Russell Porter; Jeremy Radick,The Truth Is Out There,False,,ai-drafted
s03e14,3,14,Grotesque,1996-02-02,3X14,60,7.4,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751132,Q15704034,Kim Manners,Howard Gordon,Mitch Pileggi; Kurtwood Smith; Levani Outchaneichvili; Kasper Michaels; Zoran Vukelic; Susan Bain; Greg Thirloway,The Truth Is Out There,False,,ai-drafted
s03e15,3,15,Piper Maru,1996-02-09,3X15,60,8,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751180,Q5403159,Rob Bowman,Frank Spotnitz; Chris Carter,Mitch Pileggi; Nicholas Lea; Jo Bates; Robert Clothier; Morris Panych; Lenno Britos; Tegan Moss; Russell Ferrier; Stephen L. Miller; Robbie L. Maier; Joel Silverstone; Paul Batten; Kimberly Unger; David Neale; Tom Scholte; Rochelle Greenwood; Ari Solomon,The Truth Is Out There,False,,ai-drafted
s03e16,3,16,Apocrypha,1996-02-16,3X16,60,8.2,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751075,Q4780138,Kim Manners,Frank Spotnitz; Chris Carter,Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Nicholas Lea; John Neville; David Kaye; Don S. Williams; Brendan Beiser; Lenno Britos; Kevin McNulty; Suleka Mathew; Dmitry Chepovetsky; Martin Evans; Barry W. Levy; Peter Scoular; Frances Flanagan; Jeff Chivers,The Truth Is Out There,False,,ai-drafted
s03e17,3,17,Pusher,1996-02-23,3X17,60,8.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751183,Q4459712,Rob Bowman,Vince Gilligan,Mitch Pileggi; Robert Wisden; Janyse Jaud; Vic Polizos; Henry Watson; Julia Arkos; Roger Cross; Steve Bacic; Don MacKay; D. Neil Mark; Meredith Bain Woodward; Ernie Foort; Brent Sheppard; Darren Lucas,The Truth Is Out There,False,,ai-drafted
s03e18,3,18,Teso Dos Bichos,1996-03-08,3X18,60,6.7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751218,Q4329252,Kim Manners,John Shiban,Janne Mortil; Vic Trevino; Tom McBeath; Alan Robertson; Ron Sauvé; Gordon Tootoosis; Garrison Chrisjohn,The Truth Is Out There,False,,ai-drafted
s03e19,3,19,Hell Money,1996-03-29,3X19,60,7.6,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751133,Q5706634,Tucker Gates,Jeff Vlaming,Lucy Liu; James Hong; B.D. Wong; Graham Shiels; Michael Yama; Ed Hong-Louie; Ellie Harvie; Doug Abrahams; Derek Lowe; Diana Ha; Donald Fong; Paul Wong; Stephen M.D. Chang,The Truth Is Out There,False,,ai-drafted
s03e20,3,20,Jose Chung's ''From Outer Space'',1996-04-12,3X20,60,8.5,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751147,Q3390658,Rob Bowman,Darin Morgan,Alex Trebek; William Lucking; Jesse Ventura; Charles Nelson Reilly; Daniel Quinn; Jason Gaffney; Sarah Sawatsky; Jaap Broeker; Alex Diakun; Michael Dobson; Larry Musser; Allan Zinyk; Mina E. Mina; Andrew J. Turner,The Truth Is Out There,False,,ai-drafted
s03e21,3,21,Avatar,1996-04-26,3X21,60,8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751080,Q4827794,Jim Charleston,Howard Gordon,Mitch Pileggi; William B. Davis; Jennifer Hetrick; Cal Traversy; Bethoe Shirkoff; Tom Mason; Brendan Beiser; Michael David Simms; Morris Panych; Amanda Tapping; Tasha Simms; Malcolm Stewart; Janie Woods-Morris; Stacy Grant,The Truth Is Out There,False,,ai-drafted
s03e22,3,22,Quagmire,1996-05-03,3X22,60,7.8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751184,Q7268462,Kim Manners,Kim Newton,Timothy Webber; Chris Ellis; Murray Lowry; Tyler Labine; Nicole Parker; Mark Acheson; Peter Hanlon; R. Nelson Brown; Terrance Leigh,The Truth Is Out There,False,,ai-drafted
s03e23,3,23,Wetwired,1996-05-10,3X23,60,8.1,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751260,Q9095836,Rob Bowman,Matt Beck,Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Sheila Larken; Steven Williams; Sandy Tucker; Joe Maffei; Colin Cunningham; Tim Henry; Joe Desorro; Heather McCarthy; Linden Banks; John McConnach; Andre Danylieu; Crystal Verge,The Truth Is Out There,False,,ai-drafted
s03e24,3,24,Talitha Cumi,1996-05-17,3X24,60,8.3,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751213,Q7679582,R.W. Goodwin,David Duchovny; Chris Carter,Mitch Pileggi; William B. Davis; Steven Williams; Jerry Hardin; Brian Thompson; Peter Donat; Roy Thinnes; John Maclaren; Angelo Vacco; Rebecca Toolan; Hrothgar Mathews; Bonnie Hay; Stephen Dimopoulos; Cam Cronin,The Truth Is Out There,False,,ai-drafted
s04e01,4,1,Herrenvolk,1996-10-04,4X01,60,8.3,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751135,Q9003263,R.W. Goodwin,Chris Carter,Mitch Pileggi; William B. Davis; Steven Williams; Laurie Holden; Brian Thompson; Roy Thinnes; Don S. Williams; Rebecca Toolan; Brendan Beiser; Michael David Simms; Ken Camroux-Taylor; Morris Panych; Garvin Cross,Everything Dies,True,,ai-drafted
s04e02,4,2,Home,1996-10-11,4X03,60,8.2,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751137,Q5888122,Kim Manners,James Wong; Glen Morgan,Sebastian Spence; Karin Konoval; Tucker Smallwood; Chris Nelson Norris; Adrian G. Griffiths; John Trottier; Lachlan Murdoch; Douglas Smith; Neil Denis; Judith Maxie; Cory Frye; Kenny James,The Truth Is Out There,False,,ai-drafted
s04e03,4,3,Teliko,1996-10-18,4X04,60,7.2,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751214,Q7697268,Jim Charleston,Howard Gordon,Mitch Pileggi; Laurie Holden; Brendan Beiser; Carl Lumbly; Geoffrey Aye-Bonte; Willie Amakye; Zakes Mokae; Dexter Bell; Don Stewart; Bill Mackenzie; Danny Wattley; Michael O'Shea; Bob Morrisey; Maxine Guess,Deceive Inveigle Obfuscate,True,,ai-drafted
s04e04,4,4,Unruhe,1996-10-27,4X02,60,7.9,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751255,Q7897406,Rob Bowman,Vince Gilligan,Pruitt Taylor Vince; Angela Donahue; Michael Cram; William MacDonald; Scott Heindl; Sharon Alexander; Ron Chartier; Walter Marsh; Christopher Royal; Michele Melland,The Truth Is Out There,False,,ai-drafted
s04e05,4,5,The Field Where I Died,1996-11-03,4X05,60,7.5,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751225,Q7733725,Rob Bowman,James Wong; Glen Morgan,Mitch Pileggi; Kristen Cloke; Michael Massee; Douglas Roy Dack; Les Gallagher; Michael Dobson; Doug Abrahams; Donna Carroll White; Anthony Harrison,The Truth Is Out There,False,,ai-drafted
s04e06,4,6,Sanguinarium,1996-11-10,4X06,60,7.4,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751197,Q7418159,Kim Manners,Valerie Mayhew; Vivian Mayhew,Richard Beymer; Nina Roman; Arlene Mazerolle; Celine Lockhart; O-Lan Jones; Nancy J. Lilley; Greg Thirloway; Andrew Airlie; Marie Stillin; Martin Evans; Norman Armour; John Juliani; Paul Raskin,The Truth Is Out There,False,,ai-drafted
s04e07,4,7,Musings of a Cigarette Smoking Man,1996-11-17,4X07,60,8.3,not-listed,mythology,mythology,mythology,True,2 of 3 voting sources say mythology.,tt0751164,Q3867195,James Wong,Glen Morgan,William B. Davis; Tom Braidwood; Bruce Harwood; Jerry Hardin; Chris Owens; Paul Jarrett; Donnelly Rhodes; Morgan Weisser; Dean Aylesworth; David Fredericks; Peter Hanlon; Dan Zukovic; Laurie Murdoch; Michael St. John Smith,The Truth Is Out There,False,,ai-drafted
s04e08,4,8,Tunguska,1996-11-24,4X09,60,8.1,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751251,Q7853080,Rob Bowman,Frank Spotnitz; Chris Carter,Fritz Weaver; Mitch Pileggi; William B. Davis; Nicholas Lea; Laurie Holden; Brendan Beiser; John Neville; Andy Thompson; Stefan Arngrim; Brent Stait; Malcolm Stewart; Campbell Lane; David Bloom,The Truth Is Out There,False,,ai-drafted
s04e09,4,9,Terma,1996-12-01,4X10,60,7.9,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751216,Q7702567,Rob Bowman,Frank Spotnitz; Chris Carter,Fritz Weaver; Mitch Pileggi; William B. Davis; Nicholas Lea; Brendan Beiser; John Neville; Stefan Arngrim; Jan Rubeš; Brent Stait; Malcolm Stewart; Campbell Lane; Brenda McDonald; Pamela MacDonald; Eileen Pedde; Jessica Schreier; Robin Mossley,E pur si muove,True,,ai-drafted
s04e10,4,10,Paper Hearts,1996-12-15,4X08,60,8.6,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751175,Q7132631,Rob Bowman,Vince Gilligan,Mitch Pileggi; Tom Noonan; Carly McKillip; Rebecca Toolan; Vanessa Morley; Jane Perry; Byrne Piven; Edward Diaz; Paul Bittante; Mark Gibbon,The Truth Is Out There,False,,ai-drafted
s04e11,4,11,El Mundo Gira,1997-01-12,4X11,60,7.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751109,Q5351662,Tucker Gates,John Shiban,Mitch Pileggi; Raymond Cruz; Rubén Blades; Jose Yenque; Lillian Hurst; Simi Cruz; Marcus Hondro; Michael Kopsa; Robert Thurston; Susan Bain; Pamela Diaz; Jose Vargas; Fabricio Santin; Janeth Munoz; Tony Dean Smith,The Truth Is Out There,False,,ai-drafted
s04e12,4,12,Leonard Betts,1997-01-26,4X14,60,8.3,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751153,Q6525120,Kim Manners,John Shiban; Vince Gilligan; Frank Spotnitz,Paul McCrane; Jennifer Clement; Marjorie Lovett; Bill Dow; Peter Bryant; Laara Sadiq; J. Douglas Stewart; Sean Campbell; Brad Loree; David Hurtubise,The Truth Is Out There,False,,ai-drafted
s04e13,4,13,Never Again,1997-02-02,4X13,60,7.7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751165,Q15704099,Rob Bowman,James Wong; Glen Morgan,Jodie Foster; Rodney Rowland; Marilyn Chin; BJ Harrison; Jillian Fargey; Ian Robison; Bill Croft; Igor Morozov; Jan Bailey Mattia; Jay Donohue,The Truth Is Out There,False,,ai-drafted
s04e14,4,14,Memento Mori,1997-02-09,4X15,60,8.3,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751158,Q6815200,Rob Bowman,John Shiban; Vince Gilligan; Frank Spotnitz; Chris Carter,Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Sheila Larken; Gillian Barber; David Lovgren; Morris Panych; Julie Bond; Sean Allen,The Truth Is Out There,False,,ai-drafted
s04e15,4,15,Kaddish,1997-02-16,4X12,60,7.3,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751149,Q6345298,Kim Manners,Howard Gordon,Channon Roe; Justine Miceli; David Groh; David Wohl; Jonathan Whittaker; Harrison Coe; Murray Rabinovitch; Timur Karabilgin; David Freeman; George Gordon; Jabin Litwiniec,The Truth Is Out There,False,,ai-drafted
s04e16,4,16,Unrequited,1997-02-23,4X16,60,7.7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751254,Q7897384,Michael Lange,Howard Gordon; Chris Carter,Mitch Pileggi; Laurie Holden; Scott Hylands; Peter LaCroix; William S. Taylor; Bill Agnew; William Nunn; Larry Musser; Lesley Ewen; Michael Ryan; Mark Holden; Allan Franz; Don McWilliams; Jennifer Jasey,The Truth Is Out There,False,,ai-drafted
s04e17,4,17,Tempus Fugit,1997-03-16,4X17,60,8.1,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751215,Q7699065,Rob Bowman,Frank Spotnitz; Chris Carter,Brendan Beiser; Scott Bellis; Tom O'Brien; Joe Spano; Chilton Crane; David Palffy; Rick Dobran; Mark Wilson; Greg Michaels; Jerry Schram; Robert Moloney; Felicia Shulman; Jon Raitt; Marek Wiedman,The Truth Is Out There,False,,ai-drafted
s04e18,4,18,Max,1997-03-23,4X18,60,8,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751156,Q6794512,Kim Manners,Frank Spotnitz; Chris Carter,Mitch Pileggi; Brendan Beiser; Scott Bellis; Tom O'Brien; Joe Spano; Chilton Crane; David Palffy; Rick Dobran; Mark Wilson; Greg Michaels; Jerry Schram; John Destry,The Truth Is Out There,False,,ai-drafted
s04e19,4,19,Synchrony,1997-04-13,4X19,60,8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751211,Q7662220,Jim Charleston,Howard Gordon; David Greenwalt,Michael Fairman; Joseph Fuqua; Susan Lee Hoffman; Hiro Kanagawa; Jed Rees; Jonathan Lloyd Walker; Patricia Idlette; Brent Chapman; Alison Matthews; Aurelio DiNunzio; Norman Armour; Terry Arrowsmith,The Truth Is Out There,False,,ai-drafted
s04e20,4,20,Small Potatoes,1997-04-20,4X20,60,8.4,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751205,Q7542861,Cliff Bole,Vince Gilligan,Mitch Pileggi; Christine Cavanaugh; Lee De Broux; Darin Morgan; Paul McGillion; Peter Kelamis; David Cameron; P. Lynn Johnson; Forbes Angus; Robert Rozen; Carrie Cain Sparks; Jennifer Sterling,The Truth Is Out There,False,,ai-drafted
s04e21,4,21,Zero Sum,1997-04-27,4X21,60,8.1,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751266,Q8069554,Kim Manners,Howard Gordon; Frank Spotnitz,Mitch Pileggi; William B. Davis; Laurie Holden; Addison Ridge; Don S. Williams; Morris Panych; Paul McLean; Fred Keating; Christopher J. Newton; Nicolle Nattrass; Allan Gray; Barry Greene; Sterling McKay; Lisa Jayne Stewart; John Moore,The Truth Is Out There,False,,ai-drafted
s04e22,4,22,Elegy,1997-05-04,4X22,60,8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751110,Q5358702,Jim Charleston,John Shiban,Alex Bruhanski; Sydney Lassick; Daniel Kamin; Nancy Fish; Steven M. Porter; Christine Willes; Michael Puttonen; Ken Tremblett; Lorena Gale,The Truth Is Out There,False,,ai-drafted
s04e23,4,23,Demons,1997-05-11,4X23,60,7.8,not-listed,mythology,mythology,mythology,True,2 of 3 voting sources say mythology.,tt0751100,Q5256287,Kim Manners,R.W. Goodwin,Rebecca Toolan; Chris Owens; Jay Acovone; Mike Nussbaum; Dean Aylesworth; Vanessa Morley; Andrew Johnston; Eric Breker; Alex Haythorne; Rebecca Harker; Shelly Adam; Terry Barclay,The Truth Is Out There,False,,ai-drafted
s04e24,4,24,Gethsemane,1997-05-18,4X24,60,8.3,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751130,Q5554456,R.W. Goodwin,Chris Carter,Sheila Larken; John Finn; Charles Cioffi; Pat Skipper; John Oliver; Matthew Walker; James Sutorius; Arnie Walters; Steve Makaj; Barry W. Levy; Nancy Kerr; Rob Freeman; Craig Bruhnanski,Believe the lie,True,,ai-drafted
s05e01,5,1,Redux,1997-11-02,5X02,60,8.7,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751187,Q50279722,Kim Manners,Chris Carter,Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; John Finn; Charles Cioffi; Don S. Williams; Ken Camroux-Taylor; Steve Makaj; Julia Arkos; Barry W. Levy,The Truth Is Out There,False,,ai-drafted
s05e02,5,2,Redux II,1997-11-09,5X03,60,9,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751188,Q21653833,Kim Manners,Chris Carter,Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Sheila Larken; John Finn; Charles Cioffi; Megan Leitch; Pat Skipper; Don S. Williams; Ken Camroux-Taylor; Arnie Walters; Robert Wright; Brent Sheppard,The Truth Is Out There,False,,ai-drafted
s05e03,5,3,Unusual Suspects,1997-11-16,5X01,60,8.5,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751256,Q7897789,Kim Manners,Vince Gilligan,Tom Braidwood; Bruce Harwood; Dean Haglund; Steven Williams; Signy Coleman; Richard Belzer; Chris Nelson Norris; Stuart O'Connell; Glenn Williams,The Truth Is Out There,False,,ai-drafted
s05e04,5,4,Detour,1997-11-23,5X04,60,8.1,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751101,Q5265784,Brett Dowler,Frank Spotnitz,Anthony Rapp; J.C. Wendel; Scott Burkholder; Colleen Flynn; Merrilyn Gann; Alfred E. Humphreys; Tyler Thompson; Simon Longmore; Tom Scholte,The Truth Is Out There,False,,ai-drafted
s05e05,5,5,The Post-Modern Prometheus,1997-11-30,5X06,60,8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751232,Q7757851,Chris Carter,Chris Carter,John O'Hurley; Xantha Radley; Chris Owens; Chris Giacoletti; Jonathan Palis; Tracey Bell; Andrew Laurenson; Lloyd Berry; C. Ernst Harth; Pattie Tierce; Vitaly Kravchenko; Dana Grahame; Jean-Yves Hammel; Miriam Smith; Stewart Gale,The Truth Is Out There,False,,ai-drafted
s05e06,5,6,Christmas Carol,1997-12-07,5X05,60,7.5,not-listed,mythology,mythology,mythology,True,2 of 3 voting sources say mythology.,tt0751090,Q5111310,Peter Markle,John Shiban; Vince Gilligan; Frank Spotnitz,Sheila Larken; Melinda McGraw; Pat Skipper; John Pyper-Ferguson; Gerard Plunkett; Karri Turner; Lauren Diewold; Patricia Dahlquist; Jo-Ann Fernandes; Rob Freeman; Dan Shea; Gregor Sneddon; Eric Breker; Stephen Mendel; Walter Marsh; Joe Shea; Rebecca Codling; Zoe Anderson; Ryan de Boer,The Truth Is Out There,False,,ai-drafted
s05e07,5,7,Emily,1997-12-14,5X07,60,7.8,not-listed,mythology,mythology,mythology,True,2 of 3 voting sources say mythology.,tt0751111,Q5372024,Kim Manners,John Shiban; Vince Gilligan; Frank Spotnitz,Tom Braidwood; Sheila Larken; Pat Skipper; John Pyper-Ferguson; Gerard Plunkett; Karri Turner; Patricia Dahlquist; Bob Morrisey; Eric Breker; Stephen Mendel; Sheila Paterson; Tanya Huse; David Abbott,The Truth Is Out There,False,,ai-drafted
s05e08,5,8,Kitsunegari,1998-01-04,5X08,60,7.9,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751151,Q6418372,Dan Sackheim,Tim Minear; Vince Gilligan,Mitch Pileggi; Robert Wisden; Diana Scarwid; Colleen Winton; Ty Olsson; Michael Dobson; Stuart O'Connell; Kurt Evans; Donna Yamamoto; Richard Leacock; Jill Krop; Michelle Hart; Scott Oughterson,The Truth Is Out There,False,,ai-drafted
s05e09,5,9,Schizogeny,1998-01-11,5X09,60,7.1,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751199,Q7431576,Ralph Hemecker,Jessica Kumai Scott; Mike Wollaeger,Katharine Isabelle; Chad Lindberg; Sarah Jane Redmond; Gardiner Millar; Kate Robbins; George Josef; Laurie Murdoch; Bob Dawson; Christine Anton; Cynde Harmon; Myles Ferguson,The Truth Is Out There,False,,ai-drafted
s05e10,5,10,Chinga,1998-02-08,5X10,60,7.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751089,Q5101000,Kim Manners,Stephen King; Chris Carter,William MacDonald; Susannah Hoffmann; Henry Beckman; Larry Musser; Jenny-Lynn Hutcheson; Carolyn Tweedle; Elizabeth McCarthy; Harrison Coe; Ian Robison; Gordon Tipple; Dean Wray; Sean Benbow; Tracey Lively,The Truth Is Out There,False,,ai-drafted
s05e11,5,11,Kill Switch,1998-02-15,5X11,60,7.9,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751150,Q13512234,Rob Bowman,Tom Maddox; William Gibson,Tom Braidwood; Bruce Harwood; Dean Haglund; Kristin Lehman; Kate Luyben; Peter Williams; Ted Cole; Patrick Keating; Jerry Schram; Rob Daprocida; Steve Griffith,The Truth Is Out There,False,,ai-drafted
s05e12,5,12,Bad Blood,1998-02-22,5X12,60,9.1,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751081,Q4840182,Cliff Bole,Vince Gilligan,Mitch Pileggi; Luke Wilson; Patrick Renna; Brent Butt; Forbes Angus,The Truth Is Out There,False,,ai-drafted
s05e13,5,13,Patient X,1998-03-01,5X13,60,8.1,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751177,Q7144976,Kim Manners,Frank Spotnitz; Chris Carter,"Nicholas Lea; Chris Owens; Laurie Holden; Brian Thompson; John Neville; Veronica Cartwright; Jim Jansen; Don S. Williams; John Moore; Alex Shostak, Jr.; Ron Halder; Kurt Max Runte; Raoul Ganeev; Max Wyman; Barbara Dyke; Anatol Rezmeritsa; Willy Ross",The Truth Is Out There,False,,ai-drafted
s05e14,5,14,The Red and the Black,1998-03-08,5X14,60,8.2,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751234,Q7759967,Chris Carter,Frank Spotnitz; Chris Carter,"Mitch Pileggi; William B. Davis; Nicholas Lea; Don S. Williams; Chris Owens; Laurie Holden; Brian Thompson; John Neville; Veronica Cartwright; George Murdock; Jim Jansen; Alex Shostak, Jr.; John Moore; Chapelle Jaffe; Klodyne Rodney; Michal Suchanek; Jack Finn; Derek Thomas Versteeg; Jenn Forgie",Resist or Serve,True,,ai-drafted
s05e15,5,15,Travelers,1998-03-29,5X15,60,7.7,not-listed,not-flagged,mythology,standalone,True,1 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751247,Q7835988,William Graham,John Shiban; Frank Spotnitz,Darren McGavin; Fredric Lehne; Garret Dillahunt; David Moreland; Brian Leckner; Dean Aylesworth; David Fredericks; J. Douglas Stewart; Roger Haskett; Mitchell Kosterman; Jane Perry; Eileen Pedde; Cory Dagg; Eric W. Gilder,The Truth Is Out There,False,,ai-drafted
s05e16,5,16,Mind's Eye,1998-04-19,5X16,60,7.8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751161,Q15704182,Kim Manners,Tim Minear,Lili Taylor; Blu Mankuma; Richard Fitzpatrick; Colin Lawrence; Henri Lubatti; Peter Kelamis; Dalias Blake; Veronica Stocker; Jason Diablo; Joe Pascual,The Truth Is Out There,False,,ai-drafted
s05e17,5,17,All Souls,1998-04-26,5X17,60,7.6,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751070,Q4729643,Rob Bowman,John Shiban; Billy Brown; Frank Spotnitz; Dan Angel,Lauren Diewold; Glenn Morshower; Emily Perkins; Jody Racicot; JP Finn; Arnie Walters; Eric Keenleyside; Patti Allan; Lorraine Landry; Tracy Elofson,The Truth Is Out There,False,,ai-drafted
